gene_name,logFC,logCPM,PValue,FDR,Condition
ENSG00000100385,-0.763186418721697,6.53670144320552,0.00481222400521648,1,CMS Pre-Hemoglobin
ENSG00000076928,-0.509930478556326,7.61141774120378,0.00520013589959194,1,CMS Pre-Hemoglobin
ENSG00000159388,-0.423915599679652,6.6253388196603,0.0146176245105292,1,CMS Pre-Hemoglobin
ENSG00000267519,-0.442180262615888,6.48819022259666,0.022608249702286,1,CMS Pre-Hemoglobin
ENSG00000130723,-0.423097475402276,6.8948090717024,0.0245428494672786,1,CMS Pre-Hemoglobin
ENSG00000167895,-0.50338245938985,6.94664779642449,0.0283175306186216,1,CMS Pre-Hemoglobin
ENSG00000064393,-0.586513534240288,6.27118153175825,0.0344751811185263,1,CMS Pre-Hemoglobin
ENSG00000074370,-0.335524755387565,7.2988816886961,0.0372071706056386,1,CMS Pre-Hemoglobin
ENSG00000227195,-0.913280265050859,5.59260895513249,0.0377457807719069,1,CMS Pre-Hemoglobin
ENSG00000120129,-0.633359669883911,7.06695241722761,0.0390066691312924,1,CMS Pre-Hemoglobin
ENSG00000204469,-0.391080970692928,6.62144318717337,0.0416409982898916,1,CMS Pre-Hemoglobin
ENSG00000170271,0.886925483923902,6.71706494674771,0.0446108598952834,1,CMS Pre-Hemoglobin
ENSG00000145335,0.987131293547801,9.60540007481127,0.0446325288960842,1,CMS Pre-Hemoglobin
ENSG00000103148,1.13576362675648,6.26753961243079,0.0471967285180066,1,CMS Pre-Hemoglobin
ENSG00000157873,-0.350642452996442,6.44242043829097,0.0483000540401915,1,CMS Pre-Hemoglobin
ENSG00000162777,-0.398526141130533,6.9737120383642,0.0490183392446247,1,CMS Pre-Hemoglobin
ENSG00000112576,-0.300366485785024,7.20274326970066,0.0491062624698786,1,CMS Pre-Hemoglobin
ENSG00000211829,-0.953014963795524,5.14978590230429,0.04911920465756,1,CMS Pre-Hemoglobin
ENSG00000100241,-0.328408542680964,6.91138926195961,0.0515659726156234,1,CMS Pre-Hemoglobin
ENSG00000198821,-0.633458287824341,7.01304282515726,0.051737390280135,1,CMS Pre-Hemoglobin
ENSG00000275023,-0.47821728174729,7.29603624901135,0.0523471389910833,1,CMS Pre-Hemoglobin
ENSG00000167460,-0.336329535540537,6.8917654761899,0.0527261362024254,1,CMS Pre-Hemoglobin
ENSG00000170345,-0.623838963929048,6.32630698131493,0.053320202787153,1,CMS Pre-Hemoglobin
ENSG00000078369,-0.208581655692394,7.18331517792028,0.0566475727239555,1,CMS Pre-Hemoglobin
ENSG00000135048,-0.301360691876975,6.77861633194982,0.0602235918393458,1,CMS Pre-Hemoglobin
ENSG00000103653,-0.264766967282246,6.95195901146973,0.0603443960848787,1,CMS Pre-Hemoglobin
ENSG00000188536,0.804153888014335,17.4043626623171,0.0606894589304779,1,CMS Pre-Hemoglobin
ENSG00000104894,-0.313937649820882,6.56936848433713,0.0620128092980309,1,CMS Pre-Hemoglobin
ENSG00000136929,0.970581241445231,6.90955872606868,0.0623950545178979,1,CMS Pre-Hemoglobin
ENSG00000158717,-0.314580087196364,6.40487366362859,0.0625730146765869,1,CMS Pre-Hemoglobin
ENSG00000029534,1.00926158611083,7.67079598214536,0.0627917511945767,1,CMS Pre-Hemoglobin
ENSG00000167851,-0.254072894900497,6.98354854611085,0.0642969532792483,1,CMS Pre-Hemoglobin
ENSG00000197912,-0.325853299209803,6.4252780178138,0.0663745076709265,1,CMS Pre-Hemoglobin
ENSG00000158805,-0.323221028495269,6.45513080519968,0.0665945923555268,1,CMS Pre-Hemoglobin
ENSG00000100599,-0.413624105391067,6.13485479958174,0.0666296928803645,1,CMS Pre-Hemoglobin
ENSG00000198624,-0.244069020849239,6.6198590400542,0.0680194340427146,1,CMS Pre-Hemoglobin
ENSG00000168071,-0.345900232010771,6.99877670697513,0.068248290553737,1,CMS Pre-Hemoglobin
ENSG00000100225,0.719574927815597,9.55028322519289,0.0682610138876442,1,CMS Pre-Hemoglobin
ENSG00000106948,-0.328332061722614,8.74363994787019,0.0688273478202269,1,CMS Pre-Hemoglobin
ENSG00000132819,0.733260034972514,9.1856373139307,0.0696880149851396,1,CMS Pre-Hemoglobin
ENSG00000167548,-0.608513664738539,7.10695904143461,0.0702942568535674,1,CMS Pre-Hemoglobin
ENSG00000057757,0.930544089715675,7.28037020167806,0.0711778951756704,1,CMS Pre-Hemoglobin
