gene_name,logFC,logCPM,PValue,FDR,Condition
ENSG00000008952,0.584167862870506,6.52692795854578,0.0157634176951516,0.999743728813313,CMS Post-Hemoglobin
ENSG00000115677,0.368711303191721,7.31627189553259,0.0242760759806094,0.999743728813313,CMS Post-Hemoglobin
ENSG00000170271,0.925663645017675,6.71706494674771,0.0256570054628579,0.999743728813313,CMS Post-Hemoglobin
ENSG00000159461,0.519938652223806,6.67153688545926,0.0263527644391554,0.999743728813313,CMS Post-Hemoglobin
ENSG00000065978,0.642817627959861,8.59397566227543,0.0269252395998066,0.999743728813313,CMS Post-Hemoglobin
ENSG00000166046,0.597768431486981,7.26426344472056,0.0286288796842433,0.999743728813313,CMS Post-Hemoglobin
ENSG00000100380,0.566298849346179,7.08638663919661,0.029860427390391,0.999743728813313,CMS Post-Hemoglobin
ENSG00000153561,0.430725156809938,7.33246814395567,0.0301569373269924,0.999743728813313,CMS Post-Hemoglobin
ENSG00000103148,1.15623007174184,6.26753961243079,0.030907826893216,0.999743728813313,CMS Post-Hemoglobin
ENSG00000164733,0.590492386957703,8.38659714872134,0.0313575911415454,0.999743728813313,CMS Post-Hemoglobin
ENSG00000075413,0.40498166470329,6.9561813989106,0.0316282748312043,0.999743728813313,CMS Post-Hemoglobin
ENSG00000106052,0.374817689254903,6.69281876941863,0.0317990322214787,0.999743728813313,CMS Post-Hemoglobin
ENSG00000107372,0.259242038079825,6.9238597115866,0.0337299450973147,0.999743728813313,CMS Post-Hemoglobin
ENSG00000142634,-0.304888707049224,7.77417362528508,0.0338562783211464,0.999743728813313,CMS Post-Hemoglobin
ENSG00000129968,-0.506812308711073,6.75298963978602,0.0340509723765368,0.999743728813313,CMS Post-Hemoglobin
ENSG00000149212,0.551726032893081,7.96874592415195,0.0367798334048253,0.999743728813313,CMS Post-Hemoglobin
ENSG00000168300,0.323481098989536,6.84499796489559,0.0392649478781747,0.999743728813313,CMS Post-Hemoglobin
ENSG00000267519,-0.381309064876881,6.48819022259666,0.0414203902696732,0.999743728813313,CMS Post-Hemoglobin
ENSG00000156515,0.742410512036277,7.35029870442995,0.0421157604124649,0.999743728813313,CMS Post-Hemoglobin
ENSG00000143321,0.687970078393519,7.5869419609127,0.0423936011668447,0.999743728813313,CMS Post-Hemoglobin
ENSG00000009307,0.422282782007094,8.62781990273495,0.0427186773102424,0.999743728813313,CMS Post-Hemoglobin
ENSG00000274266,-0.723527721352671,6.46235031296624,0.0466966412969937,0.999743728813313,CMS Post-Hemoglobin
ENSG00000159256,0.329482511815209,6.71682510007596,0.0474069836714269,0.999743728813313,CMS Post-Hemoglobin
ENSG00000125818,0.640452207998116,7.81152667514214,0.0475074219272006,0.999743728813313,CMS Post-Hemoglobin
ENSG00000133193,0.713423177274473,7.05479838210645,0.0477147726779349,0.999743728813313,CMS Post-Hemoglobin
ENSG00000103342,0.706583595451568,8.56973703118084,0.0494308776119812,0.999743728813313,CMS Post-Hemoglobin
ENSG00000112335,0.661333606460231,6.71918225660469,0.0501803595639388,0.999743728813313,CMS Post-Hemoglobin
ENSG00000130227,0.521198536164432,6.5847762406881,0.050444987349956,0.999743728813313,CMS Post-Hemoglobin
ENSG00000128487,0.662344853813414,7.76265634921776,0.0507562982029332,0.999743728813313,CMS Post-Hemoglobin
ENSG00000095787,0.216295075438492,7.24672821279789,0.0509095535274931,0.999743728813313,CMS Post-Hemoglobin
ENSG00000115993,0.705911936782647,7.5469175342558,0.0528639965815908,0.999743728813313,CMS Post-Hemoglobin
ENSG00000204463,0.530779486221939,7.40502829485445,0.0540454149260982,0.999743728813313,CMS Post-Hemoglobin
ENSG00000141469,0.889906029390236,6.20956504379276,0.0542296709497669,0.999743728813313,CMS Post-Hemoglobin
ENSG00000186591,0.673181222156941,7.51444759850944,0.0545991535154713,0.999743728813313,CMS Post-Hemoglobin
ENSG00000170540,0.356314608775479,6.7921127940542,0.0554783702552367,0.999743728813313,CMS Post-Hemoglobin
ENSG00000029534,0.967912925565442,7.67079598214536,0.0566314982286921,0.999743728813313,CMS Post-Hemoglobin
ENSG00000100614,0.481529667555258,7.93174037934945,0.05775164954896,0.999743728813313,CMS Post-Hemoglobin
ENSG00000100325,0.672653469606834,7.78365935498757,0.0579907018997686,0.999743728813313,CMS Post-Hemoglobin
ENSG00000213639,0.333769439717118,7.32244187376432,0.0581656008843303,0.999743728813313,CMS Post-Hemoglobin
ENSG00000112576,-0.276175156231653,7.20274326970066,0.0586560965437071,0.999743728813313,CMS Post-Hemoglobin
ENSG00000138756,0.378441867697975,6.58543887994487,0.0596862138820879,0.999743728813313,CMS Post-Hemoglobin
ENSG00000146007,0.617213031031988,6.42921472065461,0.0600561558854592,0.999743728813313,CMS Post-Hemoglobin
ENSG00000145741,0.427824708181865,7.44821280876594,0.060611855264048,0.999743728813313,CMS Post-Hemoglobin
ENSG00000107262,0.567835618550227,7.6203018004296,0.0607810048046204,0.999743728813313,CMS Post-Hemoglobin
ENSG00000205531,0.295399237258668,6.59735858897106,0.0609895195567868,0.999743728813313,CMS Post-Hemoglobin
ENSG00000135821,0.524003927394697,9.55651096057533,0.0627420222460928,0.999743728813313,CMS Post-Hemoglobin
ENSG00000145335,0.854400313500189,9.60540007481127,0.063442199396687,0.999743728813313,CMS Post-Hemoglobin
